"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"czrmx3","6340","4","Miu Iruma","Danganronpa V3: Killing Harmony","2","Thu, 27 Jul 2023 07:47:12 GMT","1690444032060","78","","","","No","No","danganronpaextra","","170","0","2","719596074213572650","719596074213572650","886145053234438144","43","F","S","F","F","S","F","C","",""
"9t7w9n","6540","3","Himiko Yumeno","Danganronpa V3: Killing Harmony","4","Thu, 27 Jul 2023 07:34:40 GMT","1690443280056","237","","","","No","No","danganronpa","","31","0","0","806316505000181800","806316505000181800","749296188095856781","108","F","F","F","F","A","F","B","",""
"v07l411","6984","4","Ibuki Mioda","Danganronpa 2: Goodbye Despair","4","Thu, 27 Jul 2023 07:34:40 GMT","1690443280055","307","","","","No","No","danganronpa","","149","0","1","806316505000181800","806316505000181800","749296188095856781","113","F","C","F","F","F","F","D","",""
"8sds15","7865","3","Miu Iruma","Danganronpa V3: Killing Harmony","4","Thu, 27 Jul 2023 07:34:40 GMT","1690443280055","318","","","","No","No","danganronpa","","170","0","1","806316505000181800","806316505000181800","912425086181589082","145","F","C","F","F","A","F","C","",""
"vmmmncx","14872","3","Mukuro Ikusaba","Danganronpa: The Animation","2","Thu, 27 Jul 2023 06:45:20 GMT","1690440320230","56","","","","No","No","danganronpaextra","","38","0","1","","977855230299500564","809358224293363713","25","F","A","F","F","F","F","D","",""
"cc6gl8","14099","3","Gonta Gokuhara","Danganronpa V3: Killing Harmony","4","Thu, 27 Jul 2023 06:45:20 GMT","1690440320230","202","","","","No","No","danganronpa","","34","0","4","377651099202486273","977855230299500564","648031568756998155","108","F","S","F","F","S","F","C","",""
"v0lvg14","30467","2","Kirumi Tojo","Danganronpa V3: Killing Harmony","1","Thu, 27 Jul 2023 06:45:20 GMT","1690440320230","26","","","","No","No","danganronpaextra","","23","0","1","977855230299500564","977855230299500564","905391124640829441","13","F","S","F","F","A","F","D","",""
"csx8bq","10380","3","Izuru Kamukura","Danganronpa 2: Goodbye Despair","4","Thu, 27 Jul 2023 06:45:20 GMT","1690440320230","241","","","","No","No","danganronpa","","48","0","4","","977855230299500564","947006323042693220","124","F","S","F","F","A","F","D","",""
"v0blrz7","15784","3","Leon Kuwata","Danganronpa: The Animation","3","Thu, 27 Jul 2023 06:45:20 GMT","1690440320230","94","","","","No","No","danganronpa","","24","0","3","977855230299500564","977855230299500564","809358224293363713","43","F","S","F","F","F","F","D","",""
"vm0gwr8","15589","3","Aoi Asahina","Danganronpa: The Animation","2","Thu, 27 Jul 2023 06:45:20 GMT","1690440320230","57","","","","No","No","danganronpa","","48","0","2","977855230299500564","977855230299500564","809358224293363713","30","F","S","F","F","A","F","D","",""
"v09wbk0","1369","5","Gundham Tanaka","Danganronpa 2: Goodbye Despair","3","Thu, 27 Jul 2023 06:39:54 GMT","1690439994830","142","","","","No","No","danganronpaextra","","112","0","3","350267290987528192","350267290987528192","794249317174870026","81","F","S","F","F","A","F","B","",""
"vqk4zs3","32065","2","Fuyuhiko Kuzuryuu","Danganronpa 2: Goodbye Despair","1","Thu, 27 Jul 2023 06:39:54 GMT","1690439994830","25","","","","No","No","danganronpaextra","","30","0","0","350267290987528192","350267290987528192","794249317174870026","11","F","A","F","F","S","F","D","",""
"v0p8tjd","16756","2","Junko Enoshima","Danganronpa: The Animation","2","Thu, 27 Jul 2023 06:39:54 GMT","1690439994830","83","","","","No","No","danganronpa","","273","0","2","350267290987528192","350267290987528192","794249317174870026","40","F","S","F","F","S","F","D","",""
"6d5p8h","15985","2","Mikan Tsumiki","Danganronpa 2: Goodbye Despair","1","Thu, 27 Jul 2023 06:12:49 GMT","1690438369553","37","","","","No","No","danganronpa","","145","0","1","479408661752447033","479408661752447033","613413485270925322","18","F","S","F","F","A","F","D","",""
"vql2xpb","26087","2","Mahiru Koizumi","Danganronpa 2: Goodbye Despair","3","Thu, 27 Jul 2023 05:56:35 GMT","1690437395442","95","","","","No","No","danganronpaextra","","20","0","3","781071650007285762","781071650007285762","1033319780578500659","41","F","S","F","F","F","F","D","",""
"vmcjm67","16322","3","Kiyotaka Ishimaru","Danganronpa: The Animation","2","Thu, 27 Jul 2023 05:53:19 GMT","1690437199527","56","","","","No","No","danganronpaextra","","39","0","2","","600040887635935243","337731987588513792","25","F","S","F","F","F","F","D","",""
"vmlz9fr","7003","4","Gundham Tanaka","Danganronpa 2: Goodbye Despair","2","Thu, 27 Jul 2023 05:53:19 GMT","1690437199527","66","","","","No","No","danganronpaextra","","112","0","0","600040887635935243","600040887635935243","337731987588513792","30","F","B","F","F","B","F","D","",""
"vv54j74","12476","3","Celestia Ludenberg","Danganronpa: The Animation","2","Thu, 27 Jul 2023 04:53:19 GMT","1690433599296","76","","","","No","No","danganronpaextra","","189","0","2","507823888999383040","507823888999383040","715844052700102757","38","F","S","F","F","A","F","D","",""
"vqfl0ht","7628","4","Nagito Komaeda","Danganronpa 2: Goodbye Despair","4","Thu, 27 Jul 2023 03:57:55 GMT","1690430275662","329","","","","No","No","danganronpa","","429","0","2","","1060552807561830460","759270446478000179","140","F","B","F","F","B","F","D","",""
"vq1zqk1","12427","3","Chiaki Nanami","Danganronpa 2: Goodbye Despair","3","Thu, 27 Jul 2023 03:57:55 GMT","1690430275662","160","","","","No","No","danganronpa","","478","0","3","1060552807561830460","1060552807561830460","833719462016057364","78","F","S","F","F","A","F","D","",""
"vqlb7x8","8651","4","Ririka Momobami","Kakegurui","2","Thu, 27 Jul 2023 03:17:42 GMT","1690427862573","82","","","","No","No","bignumber","","167","0","2","353718806025207808","353718806025207808","876904008319643699","48","F","S","S","S","S","F","D","",""
"v0lsgn0","7650","4","Chiaki Nanami","Danganronpa 2: Goodbye Despair","4","Thu, 27 Jul 2023 02:41:05 GMT","1690425665641","341","","","","No","No","danganronpa","","478","0","2","1071899062179213372","1071899062179213372","1032958026350604339","154","F","B","F","F","S","F","D","",""
"v0q02w7","1770","5","Chihiro Fujisaki","Danganronpa: The Animation","3","Thu, 27 Jul 2023 02:21:14 GMT","1690424474692","154","","","","No","No","danganronpaextra","","98","0","3","272547257717620737","272547257717620737","585892489865723904","89","F","S","F","F","A","F","B","",""
"vqlwb7v","31449","1","Claggor","Arcane","2","Thu, 27 Jul 2023 00:17:01 GMT","1690417021982","24","","","","No","No","anime","","5","0","2","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","A","F","D","",""
"v0kw2tx","7774","4","Shuichi Saihara","Danganronpa V3: Killing Harmony","2","Wed, 26 Jul 2023 23:59:05 GMT","1690415945086","73","","","","No","No","danganronpaextra","","160","0","2","712058321657659432","712058321657659432","790284925315973160","33","F","S","F","F","D","F","D","",""
"vqzrnnl","1968","5","Junko Enoshima","Danganronpa: The Animation","4","Wed, 26 Jul 2023 23:31:01 GMT","1690414261266","333","","","","No","No","danganronpa","","273","0","2","573141382454181888","573141382454181888","855714532990255124","156","F","B","F","F","B","F","C","",""
"vql0d07","53904","1","Yasuke Matsuda","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","2","Wed, 26 Jul 2023 23:21:23 GMT","1690413683909","17","","","","No","No","danganronpa","","4","0","2","405795845443682317","405795845443682317","876904008319643699","8","F","S","F","F","A","F","D","",""
"vqf69bt","23529","1","Tenko Chabashira","Danganronpa V3: Killing Harmony","2","Wed, 26 Jul 2023 15:17:09 GMT","1690384629948","48","","","","No","No","danganronpa","","12","0","2","405795845443682317","405795845443682317","876904008319643699","23","F","S","F","F","S","F","D","",""
"v0t702r","7094","4","Byakuya Togami","Danganronpa: The Animation","4","Wed, 26 Jul 2023 11:53:06 GMT","1690372386368","288","","","","No","No","danganronpa","","93","0","1","224035959300292608","224035959300292608","876904008319643699","121","F","C","F","F","A","F","D","",""
"vqggjdh","53124","1","Yuta Asahina","Danganronpa Another Episode: Ultra Despair Girls","4","Wed, 26 Jul 2023 11:46:04 GMT","1690371964390","101","","","","No","No","danganronpa","","2","0","4","","405795845443682317","648031568756998155","50","F","S","F","F","A","F","D","",""
"vqgzrtm","13069","3","Genocide Jack","Danganronpa: The Animation","3","Wed, 26 Jul 2023 11:46:04 GMT","1690371964390","132","","","","No","No","danganronpa","","48","0","3","405795845443682317","405795845443682317","876904008319643699","66","F","S","F","F","S","F","D","",""
"vqf7dpk","55193","1","Sounosuke Izayoi","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","2","Wed, 26 Jul 2023 10:16:55 GMT","1690366615169","16","","","","No","No","danganronpaextra","","4","0","2","237588927039406091","353718806025207808","648031568756998155","6","F","S","S","F","F","F","D","",""
"vqftbrq","32771","2","Cat Noir","Ladybug PV","1","Wed, 26 Jul 2023 09:58:19 GMT","1690365499704","27","","","","No","No","bignumber","","88","2","1","952496240464117820","353718806025207808","648031568756998155","15","F","S","S","F","A","C","D","",""
"vqflw7z","55379","1","Convicted Boyfriend","40meterP – Renai Saiban","2","Wed, 26 Jul 2023 06:32:02 GMT","1690353122036","7","","","","No","No","music","","1","0","2","408734637133922339","353718806025207808","648031568756998155","4","F","S","S","F","A","F","D","",""
"vqfgqtj","55372","1","Darius Baer-Walbrunn","Attack on Titan","1","Wed, 26 Jul 2023 02:08:10 GMT","1690337290584","6","","","","No","No","boobamerchant","","1","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"vqfrr5z","20406","2","Tsukasa Fujii","your name.","4","Wed, 26 Jul 2023 00:38:37 GMT","1690331917312","126","","","","No","No","anime","","2","0","4","666094560778125326","353718806025207808","648031568756998155","63","F","S","S","F","B","F","D","",""
"vqfm1zx","17269","3","Augusta","Granblue Fantasy","2","Tue, 25 Jul 2023 07:07:29 GMT","1690268849635","30","","","","No","No","hot","","2","0","2","353718806025207808","353718806025207808","876904008319643699","19","F","S","S","S","S","F","D","",""
"vqfmq0t","55447","1","Ichiko Ohya","Persona 5 the Animation","3","Tue, 25 Jul 2023 06:37:12 GMT","1690267032543","25","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","S","F","D","",""
"vq9scrh","10901","2","Valter","Fire Emblem: The Sacred Stones","4","Tue, 25 Jul 2023 01:34:00 GMT","1690248840483","86","","","","No","No","game","","1","0","4","353718806025207808","353718806025207808","876904008319643699","50","F","S","S","S","S","F","D","",""
"vq9sbdl","55171","1","Iris's Aunt","Violet Evergarden","2","Tue, 25 Jul 2023 00:22:17 GMT","1690244537010","5","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"vq9tw80","2275","5","Sayu Yagami","Death Note","2","Mon, 24 Jul 2023 21:52:24 GMT","1690235544002","51","","","","No","No","anime","","5","0","2","353718806025207808","353718806025207808","876904008319643699","31","F","S","S","S","S","F","C","",""
"vq98k72","13446","3","Yotsuba Nakano","The Quintessential Quintuplets","1","Mon, 24 Jul 2023 20:44:42 GMT","1690231482097","42","","","","No","No","anime","","932","0","1","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","S","F","D","",""
"vq91jxp","55584","1","Gon","Kaichou wa Maid-sama!","2","Mon, 24 Jul 2023 09:42:59 GMT","1690191779743","11","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","A","F","D","",""
"vq9nhsj","55524","1","Espurr","Pokémon XY","3","Mon, 24 Jul 2023 07:22:02 GMT","1690183322910","34","","","","No","No","game","","7","0","3","405795845443682317","353718806025207808","876904008319643699","16","F","S","S","F","D","F","D","",""
"vq95z9w","55289","1","Armin's Grandfather","Attack on Titan","1","Mon, 24 Jul 2023 04:44:11 GMT","1690173851351","9","","","","No","No","boobamerchant","","1","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"vq9wd8t","55234","1","Sanae","Domestic Girlfriend","4","Mon, 24 Jul 2023 03:32:05 GMT","1690169525978","30","","","","No","No","anime","","1","0","4","864129113027117067","353718806025207808","648031568756998155","18","F","S","S","F","S","F","D","",""
"vqg3lpl","17931","3","Yuri Alpha","Overlord","2","Sun, 23 Jul 2023 05:20:51 GMT","1690089651978","51","","","","No","No","hot","","19","0","2","353718806025207808","353718806025207808","876904008319643699","30","F","S","S","S","S","F","D","",""
"vqgz3tg","1208","5","Claire Redfield","Resident Evil: Degeneration","2","Sat, 22 Jul 2023 23:19:05 GMT","1690067945598","68","","","","No","No","bignumber","","73","0","2","353718806025207808","353718806025207808","876904008319643699","43","F","S","S","S","S","F","B","",""
"vqgjsqz","54930","1","Mei's Mother","Say ""I love you.","2","Sat, 22 Jul 2023 20:56:34 GMT","1690059394246","4","","","","No","No","anime","","1","0","2","224035959300292608","353718806025207808","876904008319643699","1","F","S","S","F","F","F","D","",""
"vqgjr2k","54993","1","Cuba","Hetalia: Axis Powers","2","Sat, 22 Jul 2023 20:06:04 GMT","1690056364873","4","","","","No","No","anime","","1","0","2","741004392240644197","353718806025207808","648031568756998155","1","F","S","S","F","A","F","D","",""
"vqgj348","19648","2","Ryuunosuke Chiba","Assassination Classroom","2","Sat, 22 Jul 2023 19:55:09 GMT","1690055709078","35","","","","No","No","anime","","3","0","2","560456996898340864","353718806025207808","648031568756998155","19","F","S","S","F","S","F","D","",""
"vqg0nb5","17460","2","Yaeko Nishimiya","A Silent Voice","0","Sat, 22 Jul 2023 10:27:03 GMT","1690021623927","9","","","","No","No","anime","","3","0","0","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"vqgvtxx","55545","1","Yuu's Grandmother","Bloom Into You","2","Sat, 22 Jul 2023 09:30:30 GMT","1690018230405","2","","","","No","No","anime","","1","0","2","500999810019491851","353718806025207808","648031568756998155","1","F","S","S","F","A","F","D","",""
"vqgm9nv","54734","1","Yasaka","High School DxD Hero","2","Sat, 22 Jul 2023 08:59:41 GMT","1690016381072","21","","","","No","No","hot","","8","0","2","677260740746281020","353718806025207808","648031568756998155","11","F","S","S","F","A","F","D","",""
"vqgvgp5","55012","1","Sister Karen","No Guns Life","2","Sat, 22 Jul 2023 08:46:24 GMT","1690015584650","9","","","","No","No","hot","","2","0","2","607752027111686145","353718806025207808","648031568756998155","4","F","S","S","F","A","F","D","",""
"vqgm4ql","981","3","Guo Hao","The Daily Life of the Immortal King","3","Sat, 22 Jul 2023 08:11:45 GMT","1690013505329","61","","","","No","No","lownumber","","1","0","3","605829618607325185","353718806025207808","648031568756998155","35","F","S","S","F","A","F","C","",""
"vq36d89","54858","1","Shiina","Angel Beats!","1","Sat, 22 Jul 2023 07:35:25 GMT","1690011325709","8","","","","No","No","anime","","5","0","1","436584343050125365","353718806025207808","648031568756998155","4","F","S","S","F","B","F","D","",""
"vq3xnls","55322","1","Great Gozu","Danganronpa 3: The End of Hope's Peak Academy - Future Arc","2","Sat, 22 Jul 2023 05:14:22 GMT","1690002862082","8","","","","No","No","danganronpaextra","","1","0","2","313799178260185101","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"vq3scp9","767","5","Riri","Romantic Killer","2","Sat, 22 Jul 2023 04:00:36 GMT","1689998436598","45","","","","No","No","lownumber","","25","0","2","353718806025207808","353718806025207808","876904008319643699","28","F","S","S","S","S","F","B","",""
"vq378r4","2626","4","Desumi Magahara","Love After World Domination","2","Sat, 22 Jul 2023 01:13:33 GMT","1689988413421","69","","","","No","No","hot","","150","0","2","","353718806025207808","876904008319643699","38","F","S","S","F","A","F","C","",""
