"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"v2s4sq2","50958","1","Constantan","Log Horizon","2","Fri, 03 Nov 2023 21:13:49 GMT","1699046029736","1","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","876904008319643699","0","F","S","S","S","S","F","D","",""
"v2s4bgw","58735","1","Clemont's Chespin","Pokémon XY","4","Fri, 03 Nov 2023 20:33:45 GMT","1699043625696","63","","","","No","No","game","","1","0","4","353718806025207808","353718806025207808","876904008319643699","36","F","S","S","S","S","F","D","",""
"v2s4zvh","1405","3","Jet","Avatar: The Last Airbender","1","Fri, 03 Nov 2023 19:59:43 GMT","1699041583038","27","","","","No","No","burn","","6","0","1","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","B","F","D","",""
"v2sz3j9","58653","1","Audium","Z/X: Ignition","2","Fri, 03 Nov 2023 19:29:22 GMT","1699039762495","3","","","","No","No","pink","","0","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"v2s1433","58732","1","Metang","Pokémon Advanced","1","Fri, 03 Nov 2023 18:57:07 GMT","1699037827837","6","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"v2s2bhd","12597","2","Harley Quinn","Batman Ninja","4","Fri, 03 Nov 2023 09:05:10 GMT","1699002310322","208","","","","No","No","jester","","76","0","4","353718806025207808","353718806025207808","876904008319643699","111","F","S","S","S","A","F","D","",""
"v2sqhqg","13242","2","Namie Umino","A Couple of Cuckoos","3","Fri, 03 Nov 2023 07:54:21 GMT","1698998061333","57","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","876904008319643699","30","F","S","S","S","A","F","D","",""
"v2s0dl1","58462","1","Licca Kayama","Licca-chan no Nichiyoubi","1","Fri, 03 Nov 2023 07:29:13 GMT","1698996553715","1","","","","No","No","burn","","0","0","1","642367149259620361","353718806025207808","648031568756998155","0","F","S","S","F","D","F","D","",""
"v2s04kv","17813","2","Namekawa","The Disastrous Life of Saiki K. 2nd Season","3","Fri, 03 Nov 2023 07:17:26 GMT","1698995846771","29","","","","No","No","anime","","0","0","3","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","S","F","D","",""
"v2sqpxs","58530","1","Momoka Kurakano","Ouran High School Host Club","2","Fri, 03 Nov 2023 06:57:20 GMT","1698994640349","7","","","","No","No","burn","","1","0","2","364897172560281600","353718806025207808","1094118704247209987","4","F","S","S","F","F","F","D","",""
"v2s0650","58833","1","Evil Boss","100 Byou Cinema: Robo to Shoujo (Kari)","2","Fri, 03 Nov 2023 06:47:17 GMT","1698994037315","2","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"v2s0grq","58598","1","Rodney","Endride","2","Fri, 03 Nov 2023 06:37:01 GMT","1698993421385","1","","","","No","No","burn","","0","0","2","245218345941467136","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"v2s0m16","58347","1","Aki's Father","Magical Sisters Yoyo & Nene","3","Fri, 03 Nov 2023 06:26:08 GMT","1698992768056","4","","","","No","No","burn","","0","0","3","1160595082269954099","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"v2sq44n","19671","3","Black Sister","Hyperdimension Neptunia","2","Fri, 03 Nov 2023 06:15:08 GMT","1698992108381","37","","","","No","No","burn","","2","0","2","353718806025207808","353718806025207808","876904008319643699","20","F","S","S","S","S","F","D","",""
"v2sqm84","58934","1","Daiki Asagiri","Kujibiki Unbalance","2","Fri, 03 Nov 2023 05:58:54 GMT","1698991134024","3","","","","No","No","pink","","0","0","2","693703604514717716","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"v2svsbl","34774","2","Fuze","That Time I Got Reincarnated as a Slime","2","Fri, 03 Nov 2023 05:44:50 GMT","1698990290985","26","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","A","F","D","",""
"v2s0rgm","58829","1","8 Man","8 Man After","1","Fri, 03 Nov 2023 05:25:19 GMT","1698989119918","1","","","","No","No","burn","","1","0","1","988139854602858536","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"v2s0bmd","58891","1","Ruriko Igarashi","JK Meshi!","1","Fri, 03 Nov 2023 05:14:14 GMT","1698988454401","2","","","","No","No","pink","","0","0","1","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","S","F","D","",""
"v2s0rm7","13560","2","Jin Kuzuhara","Jouran: The Princess of Snow and Blood","3","Fri, 03 Nov 2023 04:44:03 GMT","1698986643842","40","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","876904008319643699","23","F","S","S","S","S","F","D","",""
"v2smzb3","59213","1","Chigusa Mitama","A Centaur's Life","2","Fri, 03 Nov 2023 04:13:30 GMT","1698984810367","5","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","S","F","D","",""
"v2dgg30","58956","1","Sakura Kirishima","Hundred","2","Thu, 02 Nov 2023 15:44:04 GMT","1698939844516","8","","","","No","No","pink","","2","0","2","136680203203248128","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"v2dg75d","3487","5","Kiyoko Shimizu","Haikyuu!!","2","Thu, 02 Nov 2023 15:30:44 GMT","1698939044788","78","","","","No","No","pidge","","115","0","2","353718806025207808","353718806025207808","876904008319643699","43","F","S","S","S","B","F","D","",""
"v2dgbcl","28810","1","Sara","Genshin Impact","2","Thu, 02 Nov 2023 14:41:43 GMT","1698936103152","28","","","","No","No","game","","1","0","2","405795845443682317","353718806025207808","876904008319643699","13","F","S","S","F","F","F","D","",""
"v2drr3b","58919","1","Burgh","Pokémon: Black & White","0","Thu, 02 Nov 2023 12:20:13 GMT","1698927613740","1","","","","No","No","game","","3","0","0","353718806025207808","353718806025207808","876904008319643699","0","F","S","S","S","A","F","D","",""
"v2dpc2f","47077","1","Ocean Prince","Puyo Puyo Fever","2","Thu, 02 Nov 2023 11:12:45 GMT","1698923565454","5","","","","No","No","game","","2","0","2","532322286724710420","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"v2dzgfb","58902","1","Vulpix","Pokémon","1","Thu, 02 Nov 2023 08:46:03 GMT","1698914763593","11","","","","No","No","game","","8","0","1","","353718806025207808","648031568756998155","5","F","S","S","F","F","F","D","",""
"v2d1lb8","57696","1","Angelica","Lapis Re:LiGHTs","3","Thu, 02 Nov 2023 08:35:34 GMT","1698914134171","17","","","","No","No","pink","","1","0","3","561681636630986789","353718806025207808","648031568756998155","6","F","S","S","F","F","F","D","",""
"v2d16hl","3508","5","Cutemon","Digimon Xros Wars","0","Thu, 02 Nov 2023 07:23:24 GMT","1698909804032","8","","","","No","No","pink","","1","0","0","393996519185055754","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"v2d18jq","2829","5","Fjorm","Fire Emblem Heroes","2","Thu, 02 Nov 2023 06:42:44 GMT","1698907364726","45","","","","No","No","game","","11","0","2","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","S","F","D","",""
"v2dn1qp","33569","2","Kirimochi","Food Fantasy","4","Thu, 02 Nov 2023 06:12:33 GMT","1698905553825","134","","","","No","No","pidge","","1","0","4","353718806025207808","353718806025207808","876904008319643699","74","F","S","S","S","S","F","D","",""
"v2dbs7p","3019","5","Oden Kozuki","One Piece","2","Thu, 02 Nov 2023 04:21:35 GMT","1698898895096","76","","","","No","No","anime","","126","0","2","353718806025207808","353718806025207808","876904008319643699","43","F","S","S","S","S","F","D","",""
"v2djh5w","58697","1","Yanma","Pokémon","3","Thu, 02 Nov 2023 04:01:02 GMT","1698897662118","24","","","","No","No","game","","1","0","3","457583396307075084","353718806025207808","648031568756998155","11","F","S","S","F","F","F","D","",""
"v2dj45k","2522","2","Rio Fushigi","Romantic Killer","2","Thu, 02 Nov 2023 03:13:41 GMT","1698894821390","35","","","","No","No","anime","","10","0","2","353718806025207808","353718806025207808","876904008319643699","20","F","S","S","S","A","F","D","",""
"v2dqhck","15372","1","Kaoru Seta","BanG Dream!","2","Wed, 01 Nov 2023 20:34:14 GMT","1698870854606","26","","","","No","No","bignumber","","64","0","2","353718806025207808","353718806025207808","876904008319643699","15","F","S","S","S","A","F","D","",""
"v27xl12","8610","4","Chikage Kazama","Hakuouki: Demon of the Fleeting Blossom","2","Wed, 01 Nov 2023 15:13:49 GMT","1698851629267","35","","","","No","No","pidge","","9","0","2","353718806025207808","353718806025207808","876904008319643699","20","F","S","S","S","A","F","D","",""
"v27ss17","16792","3","Rita Ainsworth","The Pet Girl of Sakurasou","2","Wed, 01 Nov 2023 14:02:15 GMT","1698847335748","35","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","19","F","S","S","S","A","F","D","",""
"v27d1h0","58654","1","Kadar","One Piece","0","Wed, 01 Nov 2023 12:52:21 GMT","1698843141358","2","","","","No","No","anime","","1","0","0","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","F","F","D","",""
"v27tjsc","34684","2","Utaha Kasumigaoka","Saekano: How to Raise a Boring Girlfriend","2","Wed, 01 Nov 2023 10:53:40 GMT","1698836020922","54","","","","No","No","bignumber","","79","0","2","353718806025207808","353718806025207808","876904008319643699","30","F","S","S","S","A","F","D","",""
"v279tbb","56419","1","Volcarona","Pokémon: Black & White","2","Wed, 01 Nov 2023 05:05:42 GMT","1698815142204","15","","","","No","No","game","","4","0","2","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","A","F","D","",""
"v27r8bp","52202","1","Pigment Cell","Cells at Work! CODE BLACK!","1","Wed, 01 Nov 2023 00:04:57 GMT","1698797097650","2","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"v27b2rz","8219","3","Suicune","Pokémon","3","Tue, 31 Oct 2023 17:36:54 GMT","1698773814412","103","","","","No","No","game","","21","0","3","353718806025207808","353718806025207808","876904008319643699","56","F","S","S","S","B","F","D","",""
"v27k5jd","5509","2","Matthis","Fire Emblem: Shadow Dragon and the Blade of Light","1","Tue, 31 Oct 2023 14:29:50 GMT","1698762590914","11","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","876904008319643699","5","F","S","S","S","A","F","D","",""
"v27hcjg","55078","1","Mega Garchomp","Pokémon XY: Mega Evolution","4","Tue, 31 Oct 2023 13:29:35 GMT","1698758975414","95","","","","No","No","game","","7","0","4","353718806025207808","353718806025207808","876904008319643699","49","F","S","S","S","B","F","D","",""
"v27wb10","58560","1","Ankoro","One Piece","2","Tue, 31 Oct 2023 12:59:03 GMT","1698757143993","7","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","F","F","D","",""
"v2725t6","6712","1","Suma","Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc","2","Tue, 31 Oct 2023 12:19:46 GMT","1698754786843","78","","","","No","No","bignumber","","171","0","2","353718806025207808","353718806025207808","876904008319643699","44","F","S","S","S","A","F","D","",""
"v2700kq","58966","1","Momo Chiyoda","The Demon Girl Next Door","2","Tue, 31 Oct 2023 09:53:13 GMT","1698745993669","13","","","","No","No","pink","","6","0","2","734588856665374821","353718806025207808","648031568756998155","5","F","S","S","F","F","F","D","",""
"v27vlv4","19567","1","Minoru Tanaka","Death Note","3","Tue, 31 Oct 2023 08:42:22 GMT","1698741742594","72","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","876904008319643699","35","F","S","S","S","D","F","D","",""
"v27vpx5","58545","1","Kadabra","Pokémon","0","Tue, 31 Oct 2023 06:46:48 GMT","1698734808560","4","","","","No","No","game","","1","0","0","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","A","F","D","",""
"v2fx551","73","6","Monokuma","Danganronpa: The Animation","4","Tue, 31 Oct 2023 06:14:36 GMT","1698732876737","364","","","","No","No","danganronpa","","116","0","0","567114638119010307","567114638119010307","1033319780578500659","175","F","F","F","F","A","F","B","",""
"v2tcfg9","58629","1","Gedatsu","One Piece","2","Tue, 31 Oct 2023 05:45:36 GMT","1698731136465","9","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","D","F","D","",""
"v27mglw","14001","3","Sadayo Kawakami","Persona 5 the Animation","2","Tue, 31 Oct 2023 04:45:07 GMT","1698727507114","44","","","","No","No","game","","57","0","2","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","S","F","D","",""
"v2tg1zn","58708","1","Mariko Ando","Psybuster","1","Mon, 30 Oct 2023 18:16:22 GMT","1698689782917","1","","","","No","No","pink","","0","0","1","353718806025207808","353718806025207808","876904008319643699","0","F","S","S","S","A","F","D","",""
"v2t3m2l","2806","5","Henry","Fire Emblem Awakening","2","Mon, 30 Oct 2023 16:24:09 GMT","1698683049354","43","","","","No","No","game","","12","0","2","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","A","F","D","",""
"v2t3srg","18824","3","William Shakespeare","Fate/Apocrypha","2","Mon, 30 Oct 2023 15:53:51 GMT","1698681231814","35","","","","No","No","jester","","2","0","2","353718806025207808","353718806025207808","876904008319643699","20","F","S","S","S","S","F","D","",""
"v2tr4d8","27361","2","Ayumu Moritake","Haikyuu!! Second Season","3","Mon, 30 Oct 2023 15:13:59 GMT","1698678839058","45","","","","No","No","pidge","","1","0","3","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","A","F","D","",""
"v2tp713","48420","1","Koubu Kai (Sakura)","Sakura Wars: Gouka Kenran","1","Mon, 30 Oct 2023 13:57:58 GMT","1698674278189","2","","","","No","No","pink","","1","0","1","353718806025207808","353718806025207808","876904008319643699","1","F","S","S","S","F","F","D","",""
"v2tp1j9","6610","4","Tibarn","Fire Emblem: Path of Radiance","4","Mon, 30 Oct 2023 13:27:28 GMT","1698672448008","118","","","","No","No","game","","6","0","4","353718806025207808","353718806025207808","876904008319643699","64","F","S","S","S","B","F","D","",""
"v2tqphz","58216","1","Ida","Pokémon Sun & Moon","2","Sun, 29 Oct 2023 23:44:22 GMT","1698623062279","7","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"v2tm0t5","58263","1","Elma","Ishuzoku Reviewers","2","Sun, 29 Oct 2023 19:37:40 GMT","1698608260400","24","","","","No","No","hot","","6","0","2","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","A","F","D","",""
"v2fwnxl","197","6","Junko Enoshima","Danganronpa: The Animation","4","Sun, 29 Oct 2023 11:54:45 GMT","1698580485888","378","","","","No","No","danganronpa","","273","4","1","252485998095761408","252485998095761408","1004277805950980106","206","F","C","F","F","S","A","B","",""
"v28f6td","9202","2","Pool Instructor","Spy x Family","1","Sun, 29 Oct 2023 10:47:36 GMT","1698576456042","16","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","S","F","D","",""
"v289mhz","58695","1","Midori Igarashi","Bloom Into You","2","Sun, 29 Oct 2023 08:17:12 GMT","1698567432552","6","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"v28397f","3276","5","Siegbert","Fire Emblem Fates","4","Sun, 29 Oct 2023 05:52:35 GMT","1698558755053","141","","","","No","No","game","","1","0","4","353718806025207808","353718806025207808","876904008319643699","71","F","S","S","S","D","F","D","",""
"v28r0q1","52672","1","Persica","Girls' Frontline","2","Sun, 29 Oct 2023 05:22:18 GMT","1698556938163","9","","","","No","No","pink","","3","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"v28pg80","59121","1","Uzu","One Piece","2","Sun, 29 Oct 2023 04:42:33 GMT","1698554553561","7","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"v2l5285","146","6","Kyouko Kirigiri","Danganronpa: The Animation","4","Sun, 29 Oct 2023 04:40:18 GMT","1698554418661","378","","","","No","No","danganronpa","","408","0","2","355104313900531725","355104313900531725","355105204540145665","198","F","B","F","F","S","F","B","Mon, 04 Dec 2023 19:02:09 GMT","1701716529376"
"v28p4vl","58343","1","Volkner","Pokémon","3","Sun, 29 Oct 2023 03:18:42 GMT","1698549522697","21","","","","No","No","game","","1","0","3","405795845443682317","353718806025207808","876904008319643699","10","F","S","S","F","D","F","D","",""
"v28z9jh","58671","1","Komir","One Piece","3","Sun, 29 Oct 2023 03:03:40 GMT","1698548620068","14","","","","No","No","anime","","1","0","3","364897172560281600","353718806025207808","1094118704247209987","6","F","S","S","F","F","F","D","",""
"v28zv02","59091","1","Yonka Two","One Piece","0","Sun, 29 Oct 2023 02:03:34 GMT","1698545014536","2","","","","No","No","anime","","1","0","0","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","C","F","D","",""
"v281xxq","58355","1","Abdullah","One Piece","4","Sun, 29 Oct 2023 01:46:53 GMT","1698544013298","38","","","","No","No","anime","","1","0","4","405795845443682317","353718806025207808","876904008319643699","19","F","S","S","F","F","F","D","",""
"v28zkcw","59013","1","Peishe","Chain Chronicle","2","Sun, 29 Oct 2023 01:30:55 GMT","1698543055771","7","","","","No","No","hot","","0","0","2","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","S","F","D","",""
"v281gvl","58385","1","James's Father","Pokémon","3","Sun, 29 Oct 2023 01:00:43 GMT","1698541243409","13","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","S","F","D","",""
"v281595","58536","1","Ren Oumimi","Haikyuu!! To the Top","2","Sun, 29 Oct 2023 00:30:32 GMT","1698539432808","14","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","8","F","S","S","S","A","F","D","",""
"v28nl77","74","6","Nadeko Sengoku","Bakemonogatari","1","Sun, 29 Oct 2023 00:02:54 GMT","1698537774713","42","","","","No","No","lownumber","","110","0","1","364897172560281600","353718806025207808","1094118704247209987","25","F","S","S","F","F","F","B","",""
"v28jxxn","13388","1","Leo","Fire Emblem Fates","2","Sat, 28 Oct 2023 23:40:41 GMT","1698536441043","18","","","","No","No","game","","13","0","2","","353718806025207808","876904008319643699","10","F","S","S","F","F","F","D","",""
"v28nz87","58683","1","Taralan","One Piece","4","Sat, 28 Oct 2023 23:30:01 GMT","1698535801613","42","","","","No","No","anime","","1","0","4","353718806025207808","353718806025207808","876904008319643699","24","F","S","S","S","S","F","D","",""
"v28nv7p","58710","1","Great Fairy","Bikini Warriors","2","Sat, 28 Oct 2023 23:19:36 GMT","1698535176105","15","","","","No","No","hot","","1","0","2","405795845443682317","353718806025207808","876904008319643699","6","F","S","S","F","C","F","D","",""
"v28j1p7","58634","1","Simeon","Pokémon: Black & White: Rival Destinies","3","Sat, 28 Oct 2023 21:54:22 GMT","1698530062505","9","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","A","F","D","",""
"vv13ks5","856","5","Kiryu Kazuma","Yakuza","4","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","285","","","","No","No","lownumber","","418","0","4","366763453081321473","366763453081321473","1045375295655518248","170","F","S","F","F","S","F","B","",""
"x35jsz","83","2","Vipere's Boyfriend","Birdie Wing: Golf Girls' Story","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","13","","","","No","No","lownumber","","1","0","2","366763453081321473","366763453081321473","1045375295655518248","8","F","S","F","F","A","F","A","",""
"cjsr7l","232","5","San","Princess Mononoke","3","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","147","","","","No","No","lownumber","","144","0","3","366763453081321473","366763453081321473","1045375295655518248","93","F","S","F","F","S","F","A","",""
"xgwnbc","25112","2","Ryoma Hoshi","Danganronpa V3: Killing Harmony","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","35","","","","No","No","danganronpa","","12","0","2","366763453081321473","366763453081321473","1045375295655518248","19","F","S","F","F","S","F","C","",""
"vvr62xl","51674","1","Monosuke","Danganronpa V3: Killing Harmony","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","25","","","","No","No","danganronpa","","1","0","2","366763453081321473","366763453081321473","752188244392935487","11","F","S","F","F","S","F","D","",""
"vv8jgwg","962","5","Rena Ryuuguu","When They Cry: Higurashi","3","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","130","","","","No","No","lownumber","","88","0","3","366763453081321473","366763453081321473","404837493515747332","79","F","S","F","F","A","F","B","",""
"v0mfwmb","915","5","Rock Lee","Naruto","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","83","","","","No","No","lownumber","","173","0","2","366763453081321473","366763453081321473","752188244392935487","49","F","S","F","F","S","F","B","",""
"60rqc2","16058","2","Kiyotaka Ishimaru","Danganronpa: The Animation","3","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","117","","","","No","No","danganronpa","","39","0","3","366763453081321473","366763453081321473","1045375295655518248","53","F","S","F","F","F","F","D","",""
"vml6xsz","297","5","Fumikage Tokoyami","My Hero Academia","3","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","167","","","","No","No","lownumber","","113","0","3","366763453081321473","366763453081321473","1045375295655518248","105","F","S","F","F","S","F","A","",""
"vms5zb7","226","3","Rody Soul","My Hero Academia: World Heroes' Mission","3","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","120","","","","No","No","lownumber","","40","1","3","366763453081321473","366763453081321473","752188244392935487","75","F","S","F","F","B","D","A","",""
"vmp1hfs","538","5","Miu Iruma","Danganronpa V3: Killing Harmony","4","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","320","","","","No","No","danganronpa","","170","0","0","366763453081321473","366763453081321473","752188244392935487","163","F","F","F","F","S","F","A","",""
"vvrtkpz","74","4","Flect Turn","My Hero Academia: World Heroes' Mission","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","40","","","","No","No","lownumber","","1","0","2","366763453081321473","366763453081321473","752188244392935487","26","F","S","F","F","A","F","A","",""
"x5t8z6","57","2","Miuccia Miuller","JoJo's Bizarre Adventure: Stone Ocean","0","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","12","","","","No","No","lownumber","","3","0","0","366763453081321473","366763453081321473","404837493515747332","6","F","S","F","F","B","F","A","",""
"c3pw9p","126","5","Lyn","Fire Emblem: The Blazing Blade","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","53","","","","No","No","lownumber","","71","0","2","366763453081321473","366763453081321473","1045375295655518248","34","F","S","F","F","S","F","A","",""
"66sbfq","16902","2","Izuru Kamukura","Danganronpa 2: Goodbye Despair","4","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","256","","","","No","No","danganronpa","","48","0","4","366763453081321473","366763453081321473","752188244392935487","129","F","S","F","F","S","F","D","",""
"6lphrr","84","4","Nureha","Log Horizon","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","38","","","","No","No","lownumber","","1","0","2","366763453081321473","366763453081321473","1045375295655518248","25","F","S","F","F","B","F","A","",""
"vm8df9t","557","5","Herrscher of the Void","Honkai Impact 3rd","1","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","40","","","","No","No","lownumber","","168","0","1","497584458942251008","497584458942251008","1045375295655518248","25","F","S","F","F","A","F","A","",""
"vm190qh","21","5","Beni-enma","Fate/Grand Order","2","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","52","","","","No","No","lownumber","","4","0","2","366763453081321473","366763453081321473","752188244392935487","34","F","S","F","F","S","F","A","",""
"c0b0dt","89","5","Misora Kano","Revue Starlight Re LIVE","0","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","10","","","","No","No","lownumber","","1","0","0","366763453081321473","366763453081321473","752188244392935487","8","F","S","F","F","S","F","A","",""
"xkk6br","4977","4","Shuichi Saihara","Danganronpa V3: Killing Harmony","4","Sat, 28 Oct 2023 20:53:06 GMT","1698526386106","293","","","","No","No","danganronpa","","160","2","3","694709651903742062","366763453081321473","648031568756998155","164","F","A","F","F","S","C","C","",""
"v285nft","58552","1","Yamauchi","Hyouka","2","Sat, 28 Oct 2023 20:25:05 GMT","1698524705566","3","","","","No","No","gramples","","0","0","2","364897172560281600","364897172560281600","1094118704247209987","1","F","S","F","F","A","F","D","",""
"v28w9ml","58470","1","Portgas D. Rouge","One Piece","1","Sat, 28 Oct 2023 19:04:10 GMT","1698519850323","10","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","876904008319643699","5","F","S","S","S","B","F","D","",""
"v28qswg","5036","4","Sam Ibrahim","Great Pretender","2","Sat, 28 Oct 2023 15:58:32 GMT","1698508712929","26","","","","No","No","anime","","2","0","2","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","F","F","D","",""
"v28hk9l","58490","1","Astraia","Beatless","2","Sat, 28 Oct 2023 15:48:29 GMT","1698508109106","6","","","","No","No","pink","","1","0","2","405795845443682317","353718806025207808","876904008319643699","4","F","S","S","F","B","F","D","",""
"v28qf7l","12505","3","Constanze Amalie von Braunschbank-Albrechtsberger","Little Witch Academia: The Enchanted Parade","2","Sat, 28 Oct 2023 15:28:00 GMT","1698506880601","32","","","","No","No","anime","","20","0","2","353718806025207808","353718806025207808","876904008319643699","19","F","S","S","S","S","F","D","",""
"v2804vx","20677","2","Bondrewd","Made in Abyss","3","Sat, 28 Oct 2023 14:47:42 GMT","1698504462563","77","","","","No","No","bignumber","","104","0","3","353718806025207808","353718806025207808","876904008319643699","41","F","S","S","S","B","F","D","",""
"v2lfcbr","58548","1","Ruby Moon","Cardcaptor Sakura","2","Sat, 28 Oct 2023 00:41:32 GMT","1698453692442","6","","","","No","No","pink","","1","0","2","405795845443682317","353718806025207808","876904008319643699","4","F","S","S","F","F","F","D","",""
"v2lfvhf","34769","2","Chomusuke","KonoSuba: God's blessing on this wonderful world! 2","2","Fri, 27 Oct 2023 23:10:00 GMT","1698448200634","54","","","","No","No","anime","","44","0","2","353718806025207808","353718806025207808","876904008319643699","29","F","S","S","S","B","F","D","",""
"v2l99cc","659","3","Kiriko Takehaya","Heavenly Delusion","1","Fri, 27 Oct 2023 22:39:48 GMT","1698446388431","27","","","","No","No","lownumber","","2","0","1","353718806025207808","353718806025207808","876904008319643699","16","F","S","S","S","B","F","D","",""
"v2lfm45","7880","4","Togame","Katanagatari","0","Fri, 27 Oct 2023 22:09:07 GMT","1698444547710","12","","","","No","No","bignumber","","53","0","0","353718806025207808","353718806025207808","876904008319643699","5","F","S","S","S","F","F","D","",""
"v2lrls5","58399","1","Serperior","Pokémon: Black & White: Rival Destinies","1","Fri, 27 Oct 2023 19:01:08 GMT","1698433268594","9","","","","No","No","game","","7","0","1","353718806025207808","353718806025207808","876904008319643699","4","F","S","S","S","B","F","D","",""
"v2lpfst","58061","1","Duplica","Pokémon","3","Fri, 27 Oct 2023 18:26:13 GMT","1698431173128","13","","","","No","No","game","","1","0","3","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","A","F","D","",""
"v2lnbs9","58313","1","Isao Inagaki","Haikyuu!! Second Season","2","Fri, 27 Oct 2023 14:28:31 GMT","1698416911660","14","","","","No","No","anime","","1","0","2","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","B","F","D","",""
